istat_comune;comune;provincia;numero_comuni;popolazione;crt;cts;crd;ctr;csl;cc;ck;ctot
20090005;Ardara;Sassari [fino 2024];Vedi aggregazione: UNIONE DEI COMUNI DEL LOGUDORO;;;;;;;;;
20090006;Arzachena;Sassari [fino 2024];1;13.452;27,96;30,95;162,96;60,23;53,42;21,16;115,65;472,33
20090081;Badesi;Sassari [fino 2024];Vedi aggregazione: UNIONE DEI COMUNI ALTA GALLURA;;;;;;;;;
20090008;Benetutti;Sassari [fino 2024];Vedi aggregazione: COMUNITA' MONTANA DEL GOCEANO;;;;;;;;;
20090009;Berchidda;Sassari [fino 2024];1;2.648;8,71;30,73;61,43;2,85;10,29;16,82;1,14;131,97
20090012;Bono - Dato aggregazione COMUNITA' MONTANA DEL GOCEANO;Sassari [fino 2024];10;10.825;19,18;3,38;79,18;11,28;2,27;12,01;6,60;133,91
20090014;Bortigiadas;Sassari [fino 2024];Vedi aggregazione: UNIONE DEI COMUNI ALTA GALLURA;;;;;;;;;
20090016;Bottidda;Sassari [fino 2024];Vedi aggregazione: COMUNITA' MONTANA DEL GOCEANO;;;;;;;;;
20090018;Bultei;Sassari [fino 2024];Vedi aggregazione: COMUNITA' MONTANA DEL GOCEANO;;;;;;;;;
20090019;Bulzi;Sassari [fino 2024];1;467;15,45;12,20;77,90;13,19;;18,59;7,10;144,43
20090020;Burgos;Sassari [fino 2024];Vedi aggregazione: COMUNITA' MONTANA DEL GOCEANO;;;;;;;;;
20090021;Calangianus;Sassari [fino 2024];Vedi aggregazione: UNIONE DEI COMUNI ALTA GALLURA;;;;;;;;;
20090022;Cargeghe;Sassari [fino 2024];Vedi aggregazione: UNIONE DEI COMUNI DEL COROS;;;;;;;;;
20090023;Castelsardo;Sassari [fino 2024];1;5.796;49,79;16,16;76,67;12,17;30,67;14,03;31,37;230,85
20090025;Chiaramonti;Sassari [fino 2024];1;1.553;52,58;;52,58;;;;;105,16
20090026;Codrongianos;Sassari [fino 2024];1;1.298;46,69;18,12;44,14;12,93;;22,53;1,34;145,74
20090088;Erula;Sassari [fino 2024];1;705;10,78;9,42;56,90;10,37;;15,95;6,09;109,51
20090028;Esporlatu;Sassari [fino 2024];Vedi aggregazione: COMUNITA' MONTANA DEL GOCEANO;;;;;;;;;
20090029;Florinas;Sassari [fino 2024];1;1.493;40,75;;38,22;;;2,33;1,17;82,47
20090031;Illorai;Sassari [fino 2024];Vedi aggregazione: COMUNITA' MONTANA DEL GOCEANO;;;;;;;;;
20090032;Ittireddu;Sassari [fino 2024];Vedi aggregazione: UNIONE DEI COMUNI DEL LOGUDORO;;;;;;;;;
20090033;Ittiri;Sassari [fino 2024];Vedi aggregazione: UNIONE DEI COMUNI DEL COROS;;;;;;;;;
20090035;La Maddalena;Sassari [fino 2024];1;10.825;36,36;0,63;123,04;1,19;39,96;21,14;42,62;264,93
20090034;Laerru;Sassari [fino 2024];1;872;75,99;;;71,89;;6,30;;154,18
20090084;Loiri Porto San Paolo;Sassari [fino 2024];1;3.616;69,99;69,95;153,19;;22,37;23,71;6,00;348,53
20090036;Luogosanto;Sassari [fino 2024];Vedi aggregazione: UNIONE DEI COMUNI ALTA GALLURA;;;;;;;;;
20090037;Luras;Sassari [fino 2024];Vedi aggregazione: UNIONE DEI COMUNI ALTA GALLURA;;;;;;;;;
20090038;Mara;Sassari [fino 2024];1;532;6,40;11,25;80,80;6,95;;26,18;24,55;168,25
20090039;Martis;Sassari [fino 2024];1;477;10,86;9,49;57,37;10,45;8,77;16,08;6,14;119,16
20090041;Monti;Sassari [fino 2024];1;2.373;5,85;9,96;65,72;;6,02;4,42;20,93;112,42
20090042;Mores;Sassari [fino 2024];Vedi aggregazione: UNIONE DEI COMUNI DEL LOGUDORO;;;;;;;;;
20090043;Muros;Sassari [fino 2024];Vedi aggregazione: UNIONE DEI COMUNI DEL COROS;;;;;;;;;
20090044;Nughedu San Nicolo;Sassari [fino 2024];Vedi aggregazione: UNIONE DEI COMUNI DEL LOGUDORO;;;;;;;;;
20090045;Nule;Sassari [fino 2024];Vedi aggregazione: COMUNITA' MONTANA DEL GOCEANO;;;;;;;;;
20090047;Olbia;Sassari [fino 2024];1;60.491;17,05;50,58;100,31;5,06;50,09;36,05;29,50;288,64
20090048;Olmedo;Sassari [fino 2024];Vedi aggregazione: UNIONE DEI COMUNI DEL COROS;;;;;;;;;
20090049;Oschiri;Sassari [fino 2024];1;3.119;12,88;16,13;76,62;8,78;16,84;9,21;5,71;146,17
20090051;Ossi - Dato aggregazione UNIONE DEI COMUNI DEL COROS;Sassari [fino 2024];9;29.761;12,14;4,19;81,16;13,72;2,99;17,42;7,48;146,23
20090052;Ozieri - Dato aggregazione UNIONE DEI COMUNI DEL LOGUDORO;Sassari [fino 2024];7;18.534;8,83;9,62;46,51;11,31;14,63;16,42;2,35;109,67
20090090;Padru;Sassari [fino 2024];1;2.068;44,07;;69,25;;12,59;11,14;4,15;141,20
20090054;Palau;Sassari [fino 2024];1;4.103;38,31;71,51;207,36;40,97;70,46;61,37;28,62;518,60
20090055;Pattada;Sassari [fino 2024];Vedi aggregazione: UNIONE DEI COMUNI DEL LOGUDORO;;;;;;;;;
20090058;Porto Torres;Sassari [fino 2024];1;21.443;13,56;;69,73;;42,18;25,84;22,69;175,33
20090060;Putifigari;Sassari [fino 2024];Vedi aggregazione: UNIONE DEI COMUNI DEL COROS;;;;;;;;;
20090061;Romana;Sassari [fino 2024];1;505;31,15;18,30;13,68;6,30;;52,75;8,77;137,67
20090092;San Teodoro;Sassari [fino 2024];1;5.034;24,05;60,26;107,51;48,24;38,03;166,74;31,69;476,52
20090063;Santa Teresa Gallura;Sassari [fino 2024];Vedi aggregazione: UNIONE DEI COMUNI ALTA GALLURA;;;;;;;;;
20090085;Sant'Antonio di Gallura;Sassari [fino 2024];1;1.454;29,68;29,01;71,73;;19,06;7,84;20,39;177,71
20090064;Sassari;Sassari [fino 2024];1;124.111;19,93;25,28;51,82;10,04;49,62;29,91;;186,60
20090065;Sedini;Sassari [fino 2024];Vedi aggregazione: ASSOCIAZIONE DEI COMUNI VALLEDORIA VIDDALBA SEDINI;;;;;;;;;
20090067;Sennori;Sassari [fino 2024];1;7.043;7,84;6,03;74,26;17,76;22,49;15,45;24,78;168,60
20090069;Sorso;Sassari [fino 2024];1;14.421;15,03;32,57;77,81;13,18;15,02;21,36;12,52;189,21
20090089;Stintino;Sassari [fino 2024];1;1.565;67,19;47,53;262,34;42,53;252,13;112,63;132,52;1.103,11
20090080;Telti;Sassari [fino 2024];1;2.249;18,58;5,90;42,42;;6,06;42,26;14,85;130,07
20090070;Tempio Pausania - Dato aggregazione UNIONE DEI COMUNI ALTA GALLURA;Sassari [fino 2024];8;30.836;16,98;22,16;84,15;17,66;38,20;19,52;20,16;218,82
20090072;Tissi;Sassari [fino 2024];Vedi aggregazione: UNIONE DEI COMUNI DEL COROS;;;;;;;;;
20090075;Tula;Sassari [fino 2024];Vedi aggregazione: UNIONE DEI COMUNI DEL LOGUDORO;;;;;;;;;
20090076;Uri;Sassari [fino 2024];Vedi aggregazione: UNIONE DEI COMUNI DEL COROS;;;;;;;;;
20090077;Usini;Sassari [fino 2024];Vedi aggregazione: UNIONE DEI COMUNI DEL COROS;;;;;;;;;
20090079;Valledoria - Dato aggregazione ASSOCIAZIONE DEI COMUNI VALLEDORIA VIDDALBA SEDINI;Sassari [fino 2024];3;7.251;34,00;23,76;86,88;8,73;12,16;8,99;8,34;182,87
20090082;Viddalba;Sassari [fino 2024];Vedi aggregazione: ASSOCIAZIONE DEI COMUNI VALLEDORIA VIDDALBA SEDINI;;;;;;;;;
07009001;Alassio;Savona;1;10.322;77,68;49,41;148,26;35,45;68,28;26,76;27,29;433,13
07009002;Albenga;Savona;1;23.304;44,18;41,67;66,36;3,90;31,00;29,61;8,65;225,38
07009004;Albisola Superiore;Savona;1;9.622;10,54;10,24;63,74;28,21;43,41;40,17;8,74;205,05
07009003;Albissola Marina;Savona;1;5.251;26,34;16,29;80,68;12,46;62,07;44,45;32,84;275,14
07009005;Altare;Savona;1;1.968;12,10;5,13;58,11;10,39;;47,89;9,03;142,64
07009006;Andora;Savona;1;7.289;72,72;105,17;55,59;3,82;23,29;21,66;21,31;303,57
07009007;Arnasco;Savona;1;582;14,51;9,42;39,84;;17,26;53,04;8,13;142,20
07009008;Balestrino;Savona;1;534;18,51;3,65;88,51;11,31;3,16;14,87;6,45;146,46
07009009;Bardineto;Savona;1;748;11,56;36,51;90,92;;24,34;14,40;8,65;192,98
07009010;Bergeggi;Savona;1;1.077;46,06;18,75;163,30;;61,82;85,63;41,53;441,83
07009011;Boissano;Savona;1;2.500;11,54;7,13;43,26;9,85;20,62;23,69;5,08;121,15
07009012;Borghetto Santo Spirito;Savona;1;4.536;47,80;51,16;116,88;17,44;41,51;111,26;66,63;452,67
07009013;Borgio Verezzi;Savona;1;2.066;42,67;32,01;117,14;;41,60;130,85;22,67;400,33
07009014;Bormida;Savona;1;355;11,39;6,17;51,36;13,22;;17,16;17,32;118,09
07009015;Cairo Montenotte;Savona;1;12.664;16,28;7,45;82,38;14,76;;39,22;18,95;179,04
07009016;Calice Ligure;Savona;1;1.705;14,36;6,55;57,08;6,61;8,20;32,01;7,06;147,85
07009017;Calizzano;Savona;1;1.430;15,21;10,18;41,80;21,62;14,84;34,61;;138,27
07009018;Carcare;Savona;1;5.367;11,36;11,28;51,61;25,31;26,34;13,68;2,15;141,74
07009019;Casanova Lerrone;Savona;1;705;34,47;30,83;46,92;16,09;6,17;24,89;16,10;195,68
07009021;Castelvecchio di Rocca Barbena;Savona;1;132;31,08;10,38;85,33;;30,30;96,78;17,02;270,89
07009022;Celle Ligure;Savona;1;5.025;35,27;22,53;92,24;22,43;78,43;74,42;54,83;380,16
07009023;Cengio;Savona;1;3.290;11,31;19,87;37,88;8,30;6,51;27,39;9,74;121,01
07009024;Ceriale;Savona;1;5.392;28,37;22,60;124,91;31,20;57,20;43,59;76,67;390,11
07009025;Cisano sul Neva;Savona;1;2.084;16,49;10,53;45,25;8,10;18,83;28,93;9,05;137,18
07009026;Cosseria;Savona;1;1.048;11,83;5,41;38,10;14,53;;63,90;9,67;143,45
07009027;Dego;Savona;1;1.906;13,96;5,74;52,33;14,13;;18,74;13,70;118,59
07009028;Erli;Savona;1;217;12,62;6,35;29,00;;10,30;49,64;6,02;113,92
07009029;Finale Ligure;Savona;1;11.252;30,19;34,10;101,51;35,25;79,64;48,11;34,82;363,63
07009030;Garlenda;Savona;1;1.288;21,42;8,49;111,78;9,73;12,90;16,79;16,35;197,46
07009032;Giusvalla;Savona;1;408;8,64;;36,38;14,98;;6,82;4,79;71,62
07009033;Laigueglia;Savona;1;1.716;61,35;24,38;141,80;35,88;174,83;171,39;32,14;641,76
07009034;Loano;Savona;1;10.717;24,96;54,14;101,98;13,94;59,04;45,72;18,02;317,80
07009035;Magliolo;Savona;1;937;24,07;5,93;79,44;15,59;;41,83;9,26;213,87
07009037;Massimino;Savona;1;104;44,94;5,97;73,13;;;62,47;;186,52
07009038;Millesimo;Savona;1;3.224;10,94;65,46;39,76;21,82;34,66;35,62;4,03;212,29
07009039;Mioglia;Savona;1;498;27,74;25,24;29,34;9,04;;23,36;15,46;130,18
07009040;Murialdo;Savona;1;767;6,53;8,63;96,31;3,60;;;;115,07
07009041;Nasino;Savona;1;170;14,67;12,78;40,28;2,59;23,14;45,53;8,08;147,06
07009042;Noli;Savona;1;2.459;53,16;27,67;151,31;18,68;56,04;70,36;49,88;427,11
07009043;Onzo;Savona;1;215;88,00;3,52;11,69;12,46;18,98;33,54;10,46;178,65
07009044;Orco Feglino;Savona;1;919;18,92;7,09;66,60;13,38;;26,50;6,63;139,11
07009045;Ortovero;Savona;1;1.586;7,88;15,07;46,34;9,84;6,37;29,95;;115,45
07009046;Osiglia;Savona;1;435;68,89;38,27;23,51;6,28;;43,49;7,67;188,10
07009047;Pallare;Savona;1;923;15,45;6,27;45,35;11,65;;15,60;10,26;104,58
07009048;Piana Crixia;Savona;1;782;12,40;5,41;43,45;12,68;;28,00;6,92;108,85
07009049;Pietra Ligure;Savona;1;8.332;32,75;58,82;95,97;2,60;51,33;39,58;33,67;314,71
07009050;Plodio;Savona;1;626;34,48;15,37;64,04;1,97;;35,44;2,05;153,35
07009051;Pontinvrea;Savona;1;833;54,06;18,87;0,30;17,29;39,49;38,40;;168,40
07009053;Rialto;Savona;1;556;85,61;3,88;5,67;23,67;;9,32;6,52;254,64
07009054;Roccavignale;Savona;1;765;13,38;16,38;57,23;19,24;27,17;26,84;8,37;168,61
07009055;Sassello;Savona;1;1.771;21,82;18,43;59,90;;21,27;73,94;11,03;206,69
07009056;Savona;Savona;1;58.566;21,50;42,84;55,00;;19,53;71,42;13,51;223,81
07009057;Spotorno;Savona;1;3.551;36,48;15,57;97,35;61,95;92,70;75,74;90,68;470,48
07009058;Stella;Savona;1;2.957;13,17;8,38;39,84;7,99;12,84;35,46;7,31;132,07
07009059;Stellanello;Savona;1;820;33,18;25,09;11,66;8,43;4,77;9,29;20,86;114,69
07009060;Testico;Savona;1;173;42,51;62,12;28,34;13,69;29,66;37,90;;214,23
07009061;Toirano;Savona;1;2.660;93,49;11,94;10,33;15,17;3,18;19,22;6,71;176,30
07009062;Tovo San Giacomo;Savona;1;2.542;16,18;4,44;55,41;9,97;;24,68;7,53;132,49
07009063;Urbe;Savona;1;671;35,51;16,89;97,48;;34,62;71,24;17,49;273,46
07009064;Vado Ligure;Savona;1;8.104;29,68;2,16;99,35;8,11;36,85;33,32;30,21;257,30
07009065;Varazze;Savona;1;12.738;36,46;31,51;69,39;34,26;57,66;49,90;51,86;331,04
07009066;Vendone;Savona;1;365;64,93;3,84;8,52;20,61;5,78;55,82;7,59;167,10
07009067;Vezzi Portio;Savona;1;795;13,79;36,23;28,83;8,52;;25,48;;112,85
07009068;Villanova d'Albenga;Savona;1;2.773;37,73;;56,42;;26,95;25,94;24,20;177,94
09052001;Abbadia San Salvatore;Siena;1;6.157;21,37;16,12;46,85;68,08;29,75;33,54;15,00;230,71
09052002;Asciano;Siena;1;6.837;17,24;5,03;43,83;57,76;;;;123,86
09052003;Buonconvento;Siena;1;3.093;26,57;16,34;38,24;71,69;30,61;39,51;21,34;244,30
09052006;Castelnuovo Berardenga;Siena;1;8.791;18,64;9,82;39,74;53,87;15,18;35,82;15,34;188,43
09052007;Castiglione d'Orcia;Siena;1;2.158;47,58;25,12;19,41;81,75;53,63;51,42;17,14;296,05
09052008;Cetona;Siena;1;2.533;33,84;17,99;30,52;67,59;14,24;49,17;8,57;221,91
09052009;Chianciano Terme;Siena;1;6.843;25,53;9,78;72,97;75,41;27,22;41,64;26,20;278,75
09052010;Chiusdino;Siena;1;1.802;32,53;14,34;61,41;63,16;31,02;29,75;7,89;240,50
09052011;Chiusi;Siena;1;8.148;15,14;3,55;68,81;63,35;27,49;35,74;20,05;234,14
09052013;Gaiole in Chianti;Siena;1;2.615;28,84;11,01;31,16;49,66;24,71;24,90;16,77;187,05
09052037;Montalcino;Siena;1;5.704;38,76;17,94;38,40;77,99;50,32;35,36;23,92;282,71
09052015;Montepulciano;Siena;1;13.565;25,24;13,60;56,77;73,51;49,67;33,09;24,61;276,49
09052016;Monteriggioni;Siena;1;9.978;13,65;12,43;40,80;70,42;12,51;28,53;15,73;194,07
09052017;Monteroni d'Arbia;Siena;1;8.988;18,03;4,57;37,17;53,47;16,85;35,86;19,39;185,34
09052018;Monticiano;Siena;1;1.516;25,10;10,25;62,67;53,86;1,48;31,55;28,16;213,07
09052019;Murlo;Siena;1;2.422;24,86;10,83;47,19;70,30;17,80;25,97;12,55;209,49
09052020;Piancastagnaio;Siena;1;4.037;43,73;26,70;30,31;83,21;31,08;35,73;4,27;255,02
09052021;Pienza;Siena;1;2.029;28,00;9,22;96,40;74,40;46,97;55,07;12,27;327,15
09052022;Poggibonsi;Siena;1;28.681;20,47;15,03;37,95;65,16;26,87;18,66;3,61;187,75
09052023;Radda in Chianti;Siena;1;1.489;43,24;33,87;38,54;116,72;4,43;79,08;18,55;334,43
09052025;Radicondoli;Siena;1;916;31,42;14,66;66,04;65,15;37,88;90,32;19,73;325,21
09052026;Rapolano Terme;Siena;1;5.180;17,76;6,84;45,42;57,66;16,87;37,56;13,22;195,33
09052027;San Casciano dei Bagni;Siena;1;1.571;43,06;22,57;48,81;83,95;42,26;80,32;16,59;337,56
09052028;San Gimignano;Siena;1;7.494;32,66;18,73;60,18;74,36;27,46;27,53;25,09;266,01
09052030;San Quirico d'Orcia;Siena;1;2.644;22,27;16,67;35,60;68,33;33,50;35,35;22,51;234,23
09052031;Sarteano;Siena;1;4.533;18,83;10,28;49,14;66,26;27,07;42,27;24,10;237,96
09052032;Siena;Siena;1;54.195;33,80;15,50;47,83;71,47;52,84;30,02;19,49;270,93
09052034;Sovicille;Siena;1;9.811;22,94;4,94;50,08;51,97;9,00;27,08;5,09;171,10
09052035;Torrita di Siena;Siena;1;7.062;24,25;3,18;45,91;55,01;25,46;26,81;24,53;205,16
09052036;Trequanda;Siena;1;1.201;21,08;9,61;61,27;62,26;53,12;46,56;4,81;258,71
19089001;Augusta;Siracusa;1;34.490;26,91;50,01;58,70;10,76;33,45;59,29;13,32;253,88
19089003;Buccheri;Siracusa;1;1.831;13,24;0,69;13,00;17,44;;81,22;5,25;130,84
19089004;Buscemi;Siracusa;1;975;51,54;21,71;20,75;3,55;8,67;4,93;11,87;123,02
19089005;Canicattini Bagni;Siracusa;1;6.643;15,42;22,11;;55,64;25,38;10,12;;128,67
19089009;Floridia;Siracusa;1;21.138;7,56;76,90;35,66;;;;;120,76
19089011;Lentini;Siracusa;1;21.919;77,19;29,65;1,37;9,35;51,46;7,11;;176,14
19089012;Melilli;Siracusa;1;13.345;79,69;75,75;15,53;11,47;26,73;53,01;3,46;302,69
19089013;Noto;Siracusa;1;23.742;20,93;41,04;62,11;14,17;58,50;69,87;4,69;271,31
19089015;Palazzolo Acreide;Siracusa;1;8.323;9,47;19,39;33,95;22,53;12,01;56,15;6,75;160,25
19089021;Priolo Gargallo;Siracusa;1;11.508;103,55;42,76;20,12;8,69;69,03;85,46;;329,62
19089018;Solarino;Siracusa;1;7.617;9,86;10,64;75,02;18,85;32,52;30,46;7,40;184,75
19089019;Sortino;Siracusa;1;8.324;11,07;20,77;57,77;9,94;19,21;9,43;;128,19
03014001;Albaredo per San Marco;Sondrio;1;286;22,73;16,49;49,15;22,81;15,73;25,06;;151,97
03014002;Albosaggia;Sondrio;1;3.037;16,97;25,77;21,07;20,35;0,03;12,41;9,37;105,97
03014003;Andalo Valtellino;Sondrio;1;583;23,88;41,76;26,27;22,62;0,17;3,81;9,52;128,03
03014004;Aprica;Sondrio;1;1.482;65,49;67,78;111,49;57,41;5,23;24,36;18,70;350,46
03014005;Ardenno;Sondrio;1;3.224;14,06;20,63;28,33;33,32;0,05;9,30;8,65;114,35
03014006;Bema;Sondrio;1;117;81,52;34,02;22,09;28,09;39,59;55,88;10,28;271,48
03014007;Berbenno di Valtellina;Sondrio;1;4.047;16,85;38,52;24,27;19,34;0,36;10,96;8,67;135,32
03014008;Bianzone;Sondrio;1;1.278;18,00;22,45;29,31;22,02;;11,25;6,88;109,90
03014009;Bormio;Sondrio;1;4.091;62,82;79,74;126,61;72,73;50,43;24,33;;552,26
03014010;Buglio in Monte;Sondrio;1;1.977;16,69;38,69;16,69;13,66;;16,69;1,52;103,95
03014012;Campodolcino;Sondrio;1;917;89,96;62,50;43,10;36,62;10,84;68,33;39,47;362,13
03014013;Caspoggio;Sondrio;Vedi aggregazione: Unione dei Comuni Lombarda della Valmalenco;;;;;;;;;
03014014;Castello dell'Acqua;Sondrio;1;599;15,48;23,24;36,99;19,23;4,75;30,43;;130,12
03014015;Castione Andevenno;Sondrio;1;1.555;24,56;39,20;34,14;24,38;5,56;23,75;16,19;167,79
03014016;Cedrasco;Sondrio;1;432;23,15;25,18;8,82;33,05;4,63;20,83;;124,29
03014018;Chiavenna;Sondrio;1;7.207;25,42;38,62;20,80;30,36;18,53;9,73;11,42;154,87
03014019;Chiesa in Valmalenco - Dato aggregazione Unione dei Comuni Lombarda della Valmalenco;Sondrio;3;5.024;58,97;28,47;38,44;15,44;14,03;16,80;9,90;182,06
03014020;Chiuro;Sondrio;1;2.450;21,75;29,81;41,72;36,41;6,28;12,04;21,24;169,25
03014021;Cino;Sondrio;1;336;30,32;21,21;16,44;15,32;;11,09;1,49;95,86
03014022;Civo;Sondrio;1;1.127;52,05;34,89;81,15;17,10;3,94;54,67;7,64;251,43
03014023;Colorina;Sondrio;1;1.353;21,09;27,34;27,96;11,15;0,71;5,20;5,58;99,02
03014024;Cosio Valtellino;Sondrio;1;5.420;13,26;31,55;12,35;15,60;3,34;15,58;17,01;108,70
03014025;Dazio;Sondrio;1;471;40,48;30,96;70,53;22,93;9,76;10,12;;184,79
03014026;Delebio;Sondrio;1;3.296;20,89;34,17;31,93;24,09;0,07;14,78;8,79;134,71
03014027;Dubino;Sondrio;1;3.685;23,06;31,09;4,36;20,50;0,50;1,62;;81,13
03014028;Faedo Valtellino;Sondrio;1;532;22,83;16,38;35,58;17,51;;13,73;;106,03
03014029;Forcola;Sondrio;1;768;23,20;18,35;38,58;19,57;0,77;10,53;5,90;116,91
03014030;Fusine;Sondrio;1;549;11,83;38,66;44,82;8,94;;5,97;;110,22
03014031;Gerola Alta;Sondrio;1;158;153,85;87,80;106,92;72,51;10,13;59,67;;490,87
03014032;Gordona;Sondrio;1;1.945;3,44;70,66;24,82;16,47;13,05;15,55;12,22;199,57
03014033;Grosio;Sondrio;1;4.427;15,12;27,29;15,89;8,10;2,14;2,99;6,34;77,86
03014034;Grosotto;Sondrio;1;1.644;16,46;43,55;26,87;16,44;0,12;8,49;13,30;125,22
03014036;Lanzada;Sondrio;Vedi aggregazione: Unione dei Comuni Lombarda della Valmalenco;;;;;;;;;
03014037;Livigno;Sondrio;1;6.791;117,57;93,51;69,65;46,81;1,63;11,82;64,89;473,85
03014038;Lovero;Sondrio;1;630;26,62;27,20;6,68;20,28;11,31;4,26;19,13;115,48
03014035;Madesimo;Sondrio;1;536;202,54;123,52;166,41;62,51;54,86;83,00;62,73;755,56
03014039;Mantello;Sondrio;1;743;26,33;29,19;16,13;20,49;1,36;2,39;7,49;103,38
03014040;Mazzo di Valtellina;Sondrio;1;1.022;22,73;26,72;19,71;14,86;7,95;12,76;;104,73
03014041;Mello;Sondrio;1;939;9,62;20,01;24,29;14,86;5,32;7,56;7,08;88,76
03014043;Mese;Sondrio;1;1.838;16,12;24,05;9,08;17,87;0,67;11,55;14,88;94,21
03014044;Montagna in Valtellina;Sondrio;1;2.967;14,93;26,30;34,17;22,92;1,95;17,96;;118,24
03014045;Morbegno;Sondrio;1;12.342;15,33;30,96;25,51;21,88;1,97;4,47;11,30;111,42
03014046;Novate Mezzola;Sondrio;1;1.879;20,93;31,20;32,14;26,26;7,67;8,76;11,40;138,37
03014047;Pedesina;Sondrio;1;35;197,54;67,91;163,11;45,14;20,00;63,51;;557,23
03014048;Piantedo;Sondrio;1;1.428;21,91;38,07;22,09;24,98;2,17;13,76;9,46;132,43
03014049;Piateda;Sondrio;1;2.090;27,58;33,59;16,38;24,43;0,28;7,57;12,09;121,93
03014050;Piuro;Sondrio;1;1.914;19,49;7,59;52,32;42,49;2,19;5,45;11,03;144,05
03014051;Poggiridenti;Sondrio;1;1.847;22,07;35,74;34,78;27,60;3,26;9,67;15,58;148,68
03014052;Ponte in Valtellina;Sondrio;1;2.243;14,91;25,85;36,48;26,44;0,42;7,50;8,11;119,72
03014054;Prata Camportaccio;Sondrio;1;2.945;13,69;22,07;18,21;22,37;1,23;11,97;7,44;97,30
03014055;Rasura;Sondrio;1;290;57,87;39,43;24,70;15,76;11,03;37,28;;186,07
03014056;Rogolo;Sondrio;1;540;29,84;39,14;35,31;25,23;6,39;31,75;9,64;177,30
03014057;Samolaco;Sondrio;1;2.855;14,23;21,70;15,48;13,96;6,72;25,12;5,22;102,42
03014058;San Giacomo Filippo;Sondrio;1;361;72,56;48,76;69,23;31,32;8,74;35,81;11,99;278,40
03014059;Sernio;Sondrio;1;491;23,42;23,45;12,67;12,55;10,21;5,72;5,32;93,33
03014060;Sondalo;Sondrio;1;3.996;26,04;34,44;23,64;17,41;9,40;15,14;7,63;133,70
03014061;Sondrio;Sondrio;1;21.283;49,26;35,02;47,47;26,22;3,18;13,24;10,21;184,59
03014062;Spriana;Sondrio;Vedi aggregazione: Unione comuni Spriana-Torre di Santa Maria;;;;;;;;;
03014063;Talamona;Sondrio;1;4.610;12,28;35,36;15,41;21,22;8,35;4,55;2,99;103,90
03014064;Tartano;Sondrio;1;197;70,02;;97,16;;22,84;29,85;;219,87
03014065;Teglio;Sondrio;1;4.430;26,34;30,71;35,47;23,49;9,39;10,14;0,69;136,22
03014066;Tirano;Sondrio;1;8.838;18,94;39,88;25,37;11,62;15,21;4,66;10,71;130,19
03014067;Torre di Santa Maria - Dato aggregazione Unione comuni Spriana-Torre di Santa Maria;Sondrio;2;834;36,20;25,49;36,55;11,08;3,03;31,62;;143,96
03014068;Tovo di Sant'Agata;Sondrio;1;643;22,28;23,28;12,68;14,58;11,11;3,83;5,53;93,29
03014069;Traona;Sondrio;1;2.835;20,53;21,39;21,31;16,91;0,06;20,57;5,83;106,60
03014070;Tresivio;Sondrio;1;2.013;21,15;27,38;33,76;17,16;0,24;12,29;;111,98
03014074;Val Masino;Sondrio;1;873;49,62;48,81;44,38;17,42;2,52;2,49;12,01;177,27
03014071;Valdidentro;Sondrio;1;4.160;42,74;40,74;45,58;24,07;9,51;2,46;13,40;178,51
03014072;Valdisotto;Sondrio;1;3.627;43,44;29,22;31,04;13,94;4,23;5,64;;127,51
03014073;Valfurva;Sondrio;1;2.513;63,66;27,84;44,08;13,79;12,51;7,23;4,32;207,55
03014075;Verceia;Sondrio;1;1.062;20,74;25,63;28,10;21,07;7,66;18,90;7,13;129,21
03014076;Vervio;Sondrio;1;210;53,79;35,50;25,67;15,05;0,13;10,50;;140,64
03014077;Villa di Chiavenna;Sondrio;1;955;33,65;44,02;30,66;23,87;1,73;6,33;16,37;169,24
03014078;Villa di Tirano;Sondrio;1;2.931;27,37;34,80;25,24;22,02;0,27;2,19;8,50;120,67
20111002;Armungia;Sud Sardegna [fino 2024];Vedi aggregazione: UNIONE DEI COMUNI DEL GERREI;;;;;;;;;
20111003;Ballao;Sud Sardegna [fino 2024];Vedi aggregazione: UNIONE DEI COMUNI DEL GERREI;;;;;;;;;
20111005;Barumini;Sud Sardegna [fino 2024];Vedi aggregazione: UNIONE COMUNI MARMILLA;;;;;;;;;
20111007;Burcei;Sud Sardegna [fino 2024];1;2.712;37,49;28,57;42,74;18,21;23,53;11,49;;162,02
20111008;Calasetta;Sud Sardegna [fino 2024];1;2.822;230,10;41,84;;19,41;27,52;24,81;8,05;366,66
20111009;Carbonia;Sud Sardegna [fino 2024];1;26.472;11,66;15,67;64,87;21,77;31,46;17,02;3,21;166,34
20111012;Collinas;Sud Sardegna [fino 2024];Vedi aggregazione: UNIONE COMUNI MARMILLA;;;;;;;;;
20111013;Decimoputzu;Sud Sardegna [fino 2024];1;4.269;9,99;14,32;36,83;10,21;4,16;7,59;5,81;88,91
20111016;Domusnovas;Sud Sardegna [fino 2024];1;5.993;28,61;24,09;50,90;14,36;;19,84;;137,81
20111018;Escalaplano;Sud Sardegna [fino 2024];Vedi aggregazione: COMUNITA' MONTANA DEL SARCIDANO BARBAGIA DI SEULO;;;;;;;;;
20111019;Escolca;Sud Sardegna [fino 2024];Vedi aggregazione: COMUNITA' MONTANA DEL SARCIDANO BARBAGIA DI SEULO;;;;;;;;;
