istat_comune;comune;provincia;numero_comuni;popolazione;crt;cts;crd;ctr;csl;cc;ck;ctot
03017057;Collebeato;Brescia;1;4.434;7,83;6,23;43,35;22,22;10,59;33,72;11,74;139,69
03017059;Cologne;Brescia;1;7.627;5,36;4,08;35,09;18,43;8,84;10,48;13,30;100,07
03017060;Comezzano-Cizzago;Brescia;1;4.146;4,18;;42,85;22,24;5,19;7,32;9,00;91,66
03017061;Concesio;Brescia;1;15.684;6,75;;16,84;24,79;15,93;18,66;18,19;102,86
03017062;Corte Franca;Brescia;1;7.178;6,54;10,58;37,67;26,57;10,90;12,61;12,50;123,66
03017063;Corteno Golgi;Brescia;1;1.914;40,08;;73,36;70,68;48,80;42,94;16,46;297,20
03017064;Corzano;Brescia;1;1.439;6,90;;27,36;14,35;1,29;9,66;30,74;91,61
03017065;Darfo Boario Terme;Brescia;1;15.787;20,22;;60,84;46,95;9,17;14,48;15,20;169,76
03017066;Dello;Brescia;1;5.671;7,85;8,88;43,24;18,53;6,01;9,72;0,96;100,00
03017067;Desenzano del Garda;Brescia;1;29.251;18,40;15,35;67,30;18,69;17,90;30,77;18,01;197,99
03017068;Edolo;Brescia;1;4.383;13,77;4,39;61,46;42,76;16,27;10,31;9,52;161,46
03017070;Esine;Brescia;1;5.057;11,61;;54,49;45,69;11,65;19,78;19,09;165,02
03017071;Fiesse;Brescia;1;2.021;5,73;;47,22;23,88;12,71;6,95;4,46;106,96
03017072;Flero;Brescia;1;8.732;10,21;;48,99;20,61;8,00;17,28;15,04;122,09
03017073;Gambara;Brescia;1;4.551;5,30;;34,97;29,76;5,88;4,99;5,07;93,23
03017074;Gardone Riviera;Brescia;1;2.607;25,32;12,33;106,91;29,70;56,47;68,24;50,42;363,42
03017075;Gardone Val Trompia;Brescia;1;11.348;9,61;;37,56;16,36;13,21;24,17;20,43;123,84
03017076;Gargnano;Brescia;1;2.665;67,71;51,12;88,00;14,71;24,58;55,78;62,39;378,58
03017077;Gavardo;Brescia;1;12.361;15,08;9,66;39,36;18,54;12,01;24,55;25,42;145,13
03017078;Ghedi;Brescia;1;18.546;7,23;;30,77;29,31;10,44;33,64;8,54;120,32
03017079;Gianico;Brescia;1;2.104;13,23;;49,54;37,09;2,67;13,91;8,00;126,90
03017080;Gottolengo;Brescia;1;5.022;9,65;;48,61;30,59;9,01;5,07;9,46;114,39
03017081;Gussago;Brescia;1;16.597;13,97;;37,98;29,56;6,88;10,46;9,89;110,58
03017082;Idro;Brescia;1;1.866;28,26;13,76;69,80;26,43;12,00;40,10;36,82;229,18
03017083;Incudine;Brescia;1;347;10,46;;38,44;28,92;58,78;30,07;6,61;175,44
03017084;Irma;Brescia;1;129;15,53;;90,64;21,36;;51,64;50,64;229,82
03017085;Iseo;Brescia;1;8.962;19,11;;57,47;44,74;36,10;22,22;17,92;201,21
03017086;Isorella;Brescia;1;4.072;10,10;;43,81;37,18;2,86;27,67;13,45;135,33
03017087;Lavenone;Brescia;1;488;24,21;9,68;59,00;18,59;;41,49;31,77;188,93
03017088;Leno;Brescia;1;14.423;16,97;;20,45;13,89;11,18;25,79;12,05;101,63
03017089;Limone sul Garda;Brescia;1;1.093;171,83;91,04;260,58;78,79;117,69;141,15;70,31;962,34
03017090;Lodrino;Brescia;1;1.632;13,17;;60,82;12,59;0,89;29,07;11,71;130,05
03017091;Lograto;Brescia;1;3.792;4,39;;35,30;28,78;5,85;13,37;13,46;107,91
03017092;Lonato del Garda;Brescia;1;17.009;23,53;12,60;40,90;14,08;8,41;30,28;19,50;156,63
03017093;Longhena;Brescia;1;564;12,96;5,18;63,98;7,05;3,74;14,54;3,54;111,33
03017094;Losine;Brescia;1;623;24,91;;25,59;24,04;2,77;29,20;9,55;117,98
03017095;Lozio;Brescia;1;355;13,21;;90,37;40,34;1,27;59,56;18,85;227,52
03017096;Lumezzane;Brescia;1;21.576;4,45;;37,78;24,24;11,91;24,86;23,82;128,82
03017098;Magasa;Brescia;1;102;78,82;48,19;41,10;26,66;;55,33;;272,98
03017099;Mairano;Brescia;1;3.478;6,45;;24,71;21,78;6,49;15,07;28,07;104,36
03017100;Malegno;Brescia;1;1.929;7,05;;45,80;24,54;12,35;19,73;7,36;118,82
03017101;Malonno;Brescia;1;2.975;14,14;;44,90;34,61;24,11;7,46;14,03;141,68
03017102;Manerba del Garda;Brescia;1;5.351;38,86;18,99;84,16;36,72;24,02;48,71;56,00;324,42
03017103;Manerbio;Brescia;1;13.484;8,85;9,38;46,00;19,87;5,26;18,22;14,03;127,52
03017104;Marcheno;Brescia;1;4.169;6,38;;33,03;23,54;5,27;29,59;39,18;139,48
03017106;Marone;Brescia;1;3.095;13,47;;45,65;24,56;10,39;13,17;12,10;122,12
03017107;Mazzano;Brescia;1;12.697;4,44;;31,06;36,90;11,42;24,89;13,86;122,83
03017109;Moniga del Garda;Brescia;1;2.650;26,51;36,54;88,95;27,35;44,71;51,05;25,33;313,66
03017110;Monno;Brescia;1;517;16,27;;54,92;30,83;11,00;28,55;9,45;153,62
03017113;Montichiari;Brescia;1;26.367;7,30;;30,03;30,54;11,45;29,32;7,22;116,24
03017114;Montirone;Brescia;1;5.055;8,58;;46,50;29,76;7,84;33,04;7,52;133,62
03017115;Mura;Brescia;1;779;12,63;6,72;33,47;12,90;25,81;21,77;14,75;130,86
03017116;Muscoline;Brescia;1;2.701;12,70;9,03;33,22;17,35;2,87;25,66;13,28;115,94
03017117;Nave;Brescia;1;10.606;6,55;;41,76;28,00;19,39;15,73;19,51;133,02
03017118;Niardo;Brescia;1;1.965;15,60;;43,19;26,31;1,91;24,08;7,28;120,35
03017119;Nuvolento;Brescia;1;3.902;6,22;;51,60;34,73;14,67;33,49;16,71;157,69
03017120;Nuvolera;Brescia;1;4.765;4,14;;47,47;32,01;11,77;31,47;14,88;142,02
03017121;Odolo;Brescia;1;1.889;14,83;8,66;40,04;16,64;2,57;31,15;19,12;134,47
03017122;Offlaga;Brescia;1;4.123;9,10;9,42;43,04;21,89;7,99;13,80;0,67;110,32
03017123;Ome;Brescia;1;3.156;9,63;;75,37;;24,22;17,60;10,93;138,37
03017124;Ono San Pietro;Brescia;1;953;10,76;0,68;45,31;23,21;9,82;24,88;7,09;123,94
03017125;Orzinuovi;Brescia;1;12.470;6,31;9,57;43,07;18,25;16,09;9,21;8,33;111,44
03017126;Orzivecchi;Brescia;1;2.509;6,22;;50,12;25,54;10,05;5,35;8,78;107,95
03017127;Ospitaletto;Brescia;1;14.905;3,39;1,09;30,16;8,68;9,28;25,62;13,62;92,79
03017128;Ossimo;Brescia;1;1.453;14,15;;39,50;25,11;6,59;27,32;17,47;132,57
03017129;Padenghe sul Garda;Brescia;1;4.879;22,30;13,81;60,43;20,26;32,35;38,11;8,89;229,44
03017130;Paderno Franciacorta;Brescia;1;3.678;5,56;8,38;39,45;17,76;5,64;23,78;4,64;105,58
03017131;Paisco Loveno;Brescia;1;167;22,02;;57,79;29,65;;109,72;8,80;231,01
03017132;Paitone;Brescia;1;2.191;14,73;8,85;38,96;17,00;;38,85;15,58;134,45
03017133;Palazzolo sull'Oglio;Brescia;1;20.264;11,79;11,60;34,89;17,61;11,90;20,51;10,79;119,69
03017134;Paratico;Brescia;1;4.997;5,01;5,80;45,74;22,00;9,64;23,02;17,50;129,91
03017135;Paspardo;Brescia;1;578;15,47;;19,59;31,62;6,06;28,02;12,51;115,63
03017136;Passirano;Brescia;1;6.890;5,99;7,27;42,82;24,11;5,00;16,79;8,18;114,16
03017137;Pavone del Mella;Brescia;1;2.730;10,99;28,96;47,65;3,85;5,99;12,88;11,80;122,13
03017139;Pertica Alta;Brescia;1;554;10,02;6,53;28,41;12,53;30,16;15,28;15,75;122,44
03017140;Pertica Bassa;Brescia;1;567;10,09;8,57;29,83;16,45;;32,38;18,20;119,22
03017141;Pezzaze;Brescia;1;1.441;6,85;;51,67;21,21;;21,62;12,18;113,53
03017142;Pian Camuno;Brescia;1;4.785;12,59;;52,02;33,50;10,54;12,35;14,43;137,80
03017206;Piancogno;Brescia;1;4.776;9,34;;48,69;29,96;7,68;20,28;13,60;131,90
03017143;Pisogne;Brescia;1;7.902;11,10;;38,72;31,64;16,18;8,66;23,84;132,49
03017144;Polaveno;Brescia;1;2.477;3,21;;45,12;21,47;2,63;19,19;12,39;104,00
03017145;Polpenazze del Garda;Brescia;1;2.745;11,29;8,65;68,94;14,25;3,61;21,99;13,37;161,26
03017147;Poncarale;Brescia;1;5.186;7,95;;36,99;22,36;6,06;22,74;15,61;111,96
03017148;Ponte di Legno;Brescia;1;1.752;47,25;;175,16;133,22;254,40;152,16;28,70;800,32
03017149;Pontevico;Brescia;1;7.013;9,16;11,85;45,92;16,36;7,27;19,04;4,84;120,13
03017150;Pontoglio;Brescia;1;7.003;11,06;;31,45;11,98;13,71;14,87;22,96;107,70
03017151;Pozzolengo;Brescia;1;3.576;10,26;10,73;55,75;16,48;11,29;28,06;6,19;145,76
03017152;Pralboino;Brescia;1;2.813;7,85;;35,75;29,47;2,60;14,51;3,51;95,68
03017153;Preseglie;Brescia;1;1.457;16,12;8,63;39,93;16,56;0,31;20,31;13,78;117,38
03017155;Prevalle;Brescia;1;6.876;7,27;7,00;52,24;15,08;1,11;10,19;2,96;105,79
03017156;Provaglio d'Iseo;Brescia;1;7.083;8,26;7,66;34,94;15,74;1,94;24,06;6,50;100,02
03017157;Provaglio Val Sabbia;Brescia;1;860;9,90;9,30;27,87;17,86;12,21;22,93;12,60;115,28
03017158;Puegnago sul Garda;Brescia;1;3.466;15,35;12,43;64,60;21,19;3,99;24,83;23,24;176,16
03017159;Quinzano d'Oglio;Brescia;1;6.231;6,60;7,58;25,91;19,65;7,79;12,07;14,51;95,71
03017160;Remedello;Brescia;1;3.418;14,67;;38,13;31,15;11,08;39,41;22,83;157,53
03017161;Rezzato;Brescia;1;13.475;13,50;8,09;42,03;15,53;11,07;24,41;6,37;121,50
03017162;Roccafranca;Brescia;1;4.910;2,59;;45,31;40,16;12,17;11,41;13,39;123,77
03017163;Rodengo Saiano;Brescia;1;9.925;13,19;11,79;52,40;17,64;14,16;11,89;3,02;124,70
03017164;Roe Volciano;Brescia;1;4.336;18,59;9,97;46,14;19,15;1,46;27,15;24,58;147,54
03017166;Rovato;Brescia;1;19.477;5,71;10,93;37,59;20,75;13,95;16,60;9,62;115,80
03017168;Sabbio Chiese;Brescia;1;4.045;12,89;9,12;37,17;17,52;1,09;23,31;14,03;116,07
03017169;Sale Marasino;Brescia;1;3.273;20,22;;43,02;27,42;13,19;26,21;6,16;138,38
03017170;Salo;Brescia;1;10.394;32,13;13,00;62,37;20,12;24,53;32,32;25,42;222,52
03017171;San Felice del Benaco;Brescia;1;3.443;16,22;17,38;81,72;25,74;23,66;58,44;14,47;253,39
03017172;San Gervasio Bresciano;Brescia;1;2.674;14,23;16,74;45,06;14,48;1,52;12,64;36,91;141,58
03017173;San Zeno Naviglio;Brescia;1;4.672;12,14;;35,47;33,81;14,82;25,32;17,54;139,38
03017174;Sarezzo;Brescia;1;13.210;9,56;;37,16;19,41;13,29;19,05;12,26;112,26
03017175;Saviore dell'Adamello;Brescia;1;788;13,37;;47,79;29,64;44,78;35,29;8,99;182,51
03017176;Sellero;Brescia;1;1.374;12,58;;44,60;34,74;41,17;9,32;8,12;153,05
03017178;Serle;Brescia;1;3.089;14,34;6,32;39,52;12,14;;20,19;10,47;103,48
03017179;Sirmione;Brescia;1;8.312;16,32;;65,45;65,49;51,23;45,59;21,12;265,20
03017180;Soiano del Lago;Brescia;1;1.913;20,75;11,62;57,49;16,85;5,13;30,82;11,82;172,07
03017181;Sonico;Brescia;1;1.188;15,74;;65,95;38,67;;33,89;20,81;178,16
03017182;Sulzano;Brescia;1;1.941;13,97;;60,39;26,57;13,19;18,63;14,94;150,21
03017184;Temu;Brescia;1;1.151;25,89;;86,42;74,89;45,06;93,67;24,50;356,04
03017185;Tignale;Brescia;1;1.157;41,29;41,13;132,03;35,99;93,81;63,86;22,32;464,80
03017186;Torbole Casaglia;Brescia;1;6.441;;;46,43;28,32;0,96;18,99;6,84;101,83
03017187;Toscolano-Maderno;Brescia;1;7.657;24,76;15,40;83,74;26,53;23,83;47,85;28,39;269,26
03017188;Travagliato;Brescia;1;13.848;3,67;;31,66;19,66;9,11;29,99;1,08;95,16
03017189;Tremosine sul Garda;Brescia;1;2.089;67,44;49,25;75,28;21,00;17,02;58,59;27,30;378,30
03017190;Trenzano;Brescia;1;5.511;8,61;3,84;34,89;10,05;12,12;15,67;4,91;90,09
03017191;Treviso Bresciano;Brescia;1;524;9,73;7,81;30,68;15,01;;48,01;11,95;127,13
03017192;Urago d'Oglio;Brescia;1;3.773;10,23;;41,80;16,26;1,64;4,73;26,38;103,22
03017193;Vallio Terme;Brescia;1;1.410;13,49;10,52;36,69;17,38;15,52;37,11;11,16;142,37
03017194;Valvestino;Brescia;1;162;70,46;42,84;37,84;26,91;25,35;48,71;47,72;324,56
03017195;Verolanuova;Brescia;1;8.076;8,36;8,20;49,73;16,10;3,81;20,88;2,24;114,84
03017196;Verolavecchia;Brescia;1;3.812;10,00;18,29;34,15;17,37;0,75;9,71;5,02;95,29
03017197;Vestone;Brescia;1;4.117;16,62;9,54;43,32;18,33;;23,75;14,63;127,15
03017198;Vezza d'Oglio;Brescia;1;1.487;21,67;;84,08;54,82;16,30;27,18;15,87;223,93
03017199;Villa Carcina;Brescia;1;10.705;7,40;;46,58;20,56;1,92;8,72;19,86;107,08
03017200;Villachiara;Brescia;1;1.366;6,52;4,56;45,33;15,36;9,81;21,22;8,80;111,89
03017201;Villanuova sul Clisi;Brescia;1;5.870;16,83;10,95;43,25;20,71;6,27;21,66;19,43;139,61
03017202;Vione;Brescia;1;629;49,95;;71,50;54,41;56,06;55,94;18,83;311,09
03017203;Visano;Brescia;1;1.979;13,71;;38,78;38,99;10,50;32,62;15,58;150,43
03017204;Vobarno;Brescia;1;8.309;14,49;8,96;37,19;17,21;1,66;17,44;12,39;109,97
03017205;Zone;Brescia;1;1.027;27,88;;70,55;27,82;;21,94;;150,95
16074001;Brindisi;Brindisi;1;82.268;32,60;54,57;67,24;32,65;64,02;9,13;21,88;282,09
16074002;Carovigno;Brindisi;1;16.975;14,46;45,61;74,38;40,95;37,73;18,09;28,68;259,91
16074003;Ceglie Messapica;Brindisi;1;18.616;18,50;36,70;51,66;21,17;12,43;25,88;22,33;188,67
16074004;Cellino San Marco;Brindisi;1;6.004;14,04;3,41;61,33;64,43;7,56;16,79;38,83;209,16
16074005;Cisternino;Brindisi;1;11.083;33,19;20,67;77,44;17,13;31,75;14,85;13,00;216,01
16074007;Fasano;Brindisi;1;38.665;28,98;33,65;132,10;35,16;15,58;9,91;9,11;265,44
16074008;Francavilla Fontana;Brindisi;1;34.720;14,84;26,12;39,41;35,71;17,52;36,87;32,71;203,19
16074010;Mesagne;Brindisi;1;26.120;19,06;11,90;76,82;30,15;28,19;10,74;1,66;178,50
16074012;Ostuni;Brindisi;1;29.908;15,05;24,83;105,54;56,45;35,37;11,26;11,18;259,67
16074013;San Donaci;Brindisi;1;6.140;19,61;10,88;78,52;52,31;37,07;22,44;1,91;222,73
16074014;San Michele Salentino;Brindisi;1;6.074;10,16;16,13;25,92;32,68;15,55;39,10;5,24;149,53
16074016;San Pietro Vernotico;Brindisi;1;13.004;12,21;12,05;75,82;45,37;16,28;24,18;2,25;194,07
16074017;San Vito dei Normanni;Brindisi;1;17.937;7,98;6,91;42,94;50,05;28,31;17,53;6,07;163,55
16074018;Torchiarolo;Brindisi;1;5.267;11,68;12,22;87,22;56,09;40,11;33,57;8,46;255,15
16074019;Torre Santa Susanna;Brindisi;1;10.077;6,53;3,17;30,99;63,56;18,02;37,99;4,61;164,88
20092003;Assemini;Cagliari [fino 2024];1;25.757;23,85;5,33;45,89;31,58;20,46;15,35;20,19;162,65
20092009;Cagliari;Cagliari [fino 2024];1;147.378;18,45;7,69;77,80;33,27;62,52;29,87;58,83;296,69
20092011;Capoterra;Cagliari [fino 2024];1;23.175;12,85;12,04;29,72;11,10;18,76;5,55;11,87;101,90
20092015;Decimomannu;Cagliari [fino 2024];1;8.371;4,03;20,74;20,16;19,88;10,74;47,63;5,14;128,31
20092108;Elmas;Cagliari [fino 2024];1;9.509;11,38;0,71;58,40;9,13;18,64;23,79;11,77;133,82
20092037;Maracalagonis;Cagliari [fino 2024];1;7.897;40,55;19,68;56,35;2,42;20,26;18,53;28,79;186,57
20092109;Monserrato;Cagliari [fino 2024];1;18.821;24,32;13,31;104,81;3,50;6,40;16,27;12,56;181,16
20092050;Pula;Cagliari [fino 2024];1;7.105;29,96;50,52;104,00;;29,41;17,78;20,36;252,03
20092051;Quartu Sant'Elena;Cagliari [fino 2024];1;68.463;10,47;20,14;99,09;24,91;66,02;15,98;9,00;245,60
20092105;Quartucciu;Cagliari [fino 2024];1;12.842;7,20;20,37;44,52;14,97;26,66;25,85;7,50;147,08
20092066;Sarroch;Cagliari [fino 2024];1;5.001;13,91;32,36;92,20;19,21;33,31;50,28;47,28;288,55
20092068;Selargius;Cagliari [fino 2024];1;28.392;18,80;21,56;55,02;35,49;28,66;5,71;24,73;189,97
20092074;Sestu;Cagliari [fino 2024];1;20.769;15,69;20,07;36,91;17,53;24,61;12,16;2,81;129,79
20092075;Settimo San Pietro;Cagliari [fino 2024];1;6.965;15,32;38,54;61,26;;17,11;13,44;1,02;146,70
20092080;Sinnai;Cagliari [fino 2024];1;17.271;20,48;25,29;46,89;16,91;18,31;41,41;3,47;172,77
20092090;Uta;Cagliari [fino 2024];1;8.883;13,34;10,88;39,10;15,11;11,16;18,44;6,69;114,73
20092099;Villa San Pietro;Cagliari [fino 2024];1;2.162;13,58;9,71;36,22;22,54;13,33;20,12;15,44;130,94
19085001;Acquaviva Platani;Caltanissetta;1;855;14,24;25,23;33,29;42,53;18,43;40,62;25,81;200,16
19085002;Bompensiere;Caltanissetta;1;479;9,40;13,06;47,00;32,04;8,87;80,64;3,68;194,71
19085003;Butera;Caltanissetta;1;4.123;60,40;14,59;36,24;;24,13;73,09;13,74;271,90
19085004;Caltanissetta;Caltanissetta;1;58.342;8,71;25,23;65,38;29,68;20,09;41,39;13,88;204,37
19085005;Campofranco;Caltanissetta;1;2.596;10,87;20,27;54,33;28,64;;19,46;6,00;139,57
19085008;Marianopoli;Caltanissetta;1;1.561;6,66;10,47;33,30;22,60;22,32;43,51;30,93;169,78
19085010;Milena;Caltanissetta;1;2.660;8,99;17,34;44,95;21,99;8,23;30,46;5,78;137,75
19085011;Montedoro;Caltanissetta;1;1.356;8,72;8,90;43,59;27,89;26,47;24,84;3,79;144,18
19085012;Mussomeli;Caltanissetta;1;9.919;7,91;17,52;46,99;31,29;6,12;9,92;3,38;123,12
19085013;Niscemi;Caltanissetta;1;24.810;10,14;7,81;66,01;15,24;16,78;8,87;16,98;141,84
19085014;Resuttano;Caltanissetta;1;1.717;9,13;15,07;45,67;24,74;0,71;15,79;5,15;116,27
19085015;Riesi;Caltanissetta;1;10.401;28,28;11,37;34,54;17,29;40,69;6,29;4,91;143,38
19085016;San Cataldo;Caltanissetta;1;20.659;20,11;18,17;64,90;24,18;29,09;30,76;4,29;191,50
19085017;Santa Caterina Villarmosa;Caltanissetta;1;4.578;9,38;27,23;46,89;16,03;10,81;22,11;6,04;138,48
19085018;Serradifalco;Caltanissetta;1;5.454;8,32;14,81;41,59;29,28;31,25;19,66;5,79;150,70
19085020;Sutera;Caltanissetta;1;1.162;8,36;24,71;41,82;8,47;13,51;34,34;6,11;137,32
19085021;Vallelunga Pratameno;Caltanissetta;1;3.057;5,91;16,08;29,54;30,11;5,57;25,70;40,92;153,83
19085022;Villalba;Caltanissetta;1;1.390;15,54;21,77;34,71;43,66;15,53;21,92;16,92;170,05
14070001;Acquaviva Collecroce;Campobasso;1;556;18,59;15,85;54,48;17,42;28,14;6,54;1,10;142,12
14070002;Baranello;Campobasso;1;2.460;5,60;104,21;;;;2,42;;112,22
14070003;Bojano;Campobasso;1;7.537;10,53;;37,94;7,95;5,80;10,52;25,78;98,51
14070004;Bonefro;Campobasso;1;1.191;15,51;7,70;59,90;25,46;22,04;13,10;3,56;147,28
14070005;Busso;Campobasso;1;1.159;35,72;12,02;32,00;23,89;2,68;6,62;;112,93
14070006;Campobasso;Campobasso;1;47.449;3,84;29,38;58,48;8,74;15,46;21,24;18,78;166,83
14070007;Campochiaro;Campobasso;1;578;16,84;157,28;59,02;;;27,34;219,70;482,88
14070009;Campolieto;Campobasso;1;863;26,00;12,83;49,96;9,90;16,71;15,43;1,61;132,44
14070010;Campomarino;Campobasso;1;7.867;11,50;12,16;69,34;17,23;39,88;40,59;39,94;230,65
14070011;Casacalenda;Campobasso;1;1.843;9,29;;55,70;1,05;24,73;16,86;16,54;124,16
14070012;Casalciprano;Campobasso;1;443;39,51;7,50;54,34;9,89;6,77;11,68;;129,68
14070013;Castelbottaccio;Campobasso;1;236;51,80;14,86;68,36;;64,11;34,65;17,26;251,03
14070015;Castelmauro;Campobasso;1;1.141;19,60;9,70;41,95;8,54;5,71;45,28;;130,77
14070016;Castropignano;Campobasso;1;868;26,20;14,61;;15,04;;7,91;57,04;120,81
14070018;Cercepiccola;Campobasso;1;639;17,49;15,25;51,80;1,53;17,49;25,19;1,88;133,33
14070020;Colle d'Anchise;Campobasso;1;737;28,12;17,38;31,45;;18,34;28,81;4,49;130,24
14070021;Colletorto;Campobasso;1;1.643;11,17;8,14;27,62;9,96;20,18;20,59;3,02;100,68
14070022;Duronia;Campobasso;1;392;46,20;51,76;;6,72;56,56;12,61;29,91;203,76
14070023;Ferrazzano;Campobasso;1;3.337;7,65;7,67;57,80;3,32;11,64;3,61;4,32;96,00
14070027;Guardialfiera;Campobasso;1;942;31,10;3,19;;;36,64;15,73;5,05;91,71
14070028;Guardiaregia;Campobasso;1;689;4,49;1,98;16,43;;7,91;37,94;15,75;84,57
14070029;Guglionesi;Campobasso;1;4.865;7,31;7,73;43,83;8,97;;5,39;4,26;77,49
14070031;Larino;Campobasso;1;6.334;8,22;13,47;45,91;9,39;2,31;10,34;11,41;101,05
14070032;Limosano;Campobasso;1;668;23,61;13,52;;35,11;1,84;31,61;21,87;129,80
14070033;Lucito;Campobasso;1;630;;11,58;42,26;32,64;36,10;13,27;1,62;137,47
14070034;Lupara;Campobasso;1;399;25,06;57,64;25,06;;17,54;12,53;32,58;170,43
14070035;Macchia Valfortore;Campobasso;1;470;27,66;21,28;;;;130,66;;179,60
14070036;Mafalda;Campobasso;1;1.086;1,55;17,35;69,72;;3,69;14,88;;107,20
14070037;Matrice;Campobasso;1;1.043;14,49;;73,12;;5,27;87,61;;180,49
14070040;Monacilioni;Campobasso;1;464;15,66;12,93;15,66;;19,78;50,42;;114,44
14070042;Montecilfone;Campobasso;1;1.219;7,95;8,41;47,71;9,76;25,87;21,45;36,86;158,02
14070043;Montefalcone nel Sannio;Campobasso;1;1.349;23,77;4,33;79,48;9,79;;;4,72;122,10
14070044;Montelongo;Campobasso;1;295;;;118,00;19,65;;32,20;2,03;171,89
14070046;Montenero di Bisaccia;Campobasso;1;6.237;21,50;10,41;59,06;12,08;0,45;23,65;28,43;155,58
14070047;Montorio nei Frentani;Campobasso;1;354;13,85;10,06;83,10;6,91;6,29;22,51;11,75;154,47
14070049;Oratino;Campobasso;1;1.712;34,62;8,40;22,15;14,18;3,80;6,10;;89,25
14070050;Palata;Campobasso;1;1.500;8,15;22,04;35,47;;6,83;9,86;2,54;86,10
14070051;Petacciato;Campobasso;1;3.488;8,34;8,82;50,02;10,23;2,93;24,02;17,98;122,35
14070052;Petrella Tifernina;Campobasso;1;1.029;2,09;21,10;31,67;;6,99;13,74;0,23;76,01
14070053;Pietracatella;Campobasso;1;1.234;16,76;27,24;28,25;;3,85;22,06;;98,15
14070055;Portocannone;Campobasso;1;2.320;8,36;8,84;50,14;10,26;7,17;14,64;14,91;114,32
14070060;Roccavivara;Campobasso;1;606;27,24;6,01;64,29;;1,59;20,57;8,56;128,26
14070061;Rotello;Campobasso;1;1.118;17,19;8,40;46,19;;1,79;24,87;;99,78
14070064;San Felice del Molise;Campobasso;1;541;12,99;11,02;48,22;6,03;4,45;11,37;21,77;115,84
14070065;San Giacomo degli Schiavoni;Campobasso;1;1.369;7,08;7,49;42,48;8,69;22,99;14,97;20,32;124,03
14070067;San Giuliano del Sannio;Campobasso;1;975;14,52;12,02;47,97;2,07;14,52;7,11;0,62;98,83
14070068;San Giuliano di Puglia;Campobasso;1;973;;7,17;58,88;;2,72;3,37;0,54;78,80
14070069;San Martino in Pensilis;Campobasso;1;4.469;9,97;7,13;45,43;14,06;11,98;14,77;1,74;105,10
14070070;San Massimo;Campobasso;1;827;15,56;23,16;48,45;;;30,65;12,57;132,85
14070072;Santa Croce di Magliano;Campobasso;1;3.918;10,43;21,72;;44,32;17,38;9,83;5,53;109,20
14070077;Tavenna;Campobasso;1;586;58,41;13,31;13,00;6,84;0,87;26,04;;118,46
14070078;Termoli;Campobasso;1;31.980;12,37;21,24;59,60;27,31;25,73;24,97;29,52;200,75
14070081;Trivento;Campobasso;1;4.343;11,67;15,24;47,34;;3,53;8,00;5,99;93,70
14070082;Tufara;Campobasso;1;774;30,97;15,44;12,95;6,90;7,30;26,32;7,69;107,57
14070083;Ururi;Campobasso;1;2.412;5,55;8,50;59,92;9,87;18,96;23,89;24,78;151,48
14070084;Vinchiaturo;Campobasso;1;3.379;5,33;13,50;54,86;1,64;19,62;2,15;0,90;98,01
15061001;Ailano;Caserta;1;1.142;15,02;19,66;68,45;28,39;34,87;11,64;48,18;226,21
15061002;Alife;Caserta;1;7.360;35,76;;45,51;65,56;12,91;;;159,73
15061003;Alvignano;Caserta;1;4.460;10,33;26,13;61,95;14,25;8,03;13,40;20,81;157,36
15061004;Arienzo;Caserta;1;5.379;18,50;9,99;92,37;35,84;18,16;12,48;14,59;201,93
15061005;Aversa;Caserta;1;49.526;70,79;71,10;41,02;16,89;27,32;10,21;36,03;273,36
15061006;Baia e Latina;Caserta;1;2.004;39,24;35,98;39,24;14,34;30,18;13,07;;172,04
15061008;Caianello;Caserta;1;1.762;47,74;38,88;28,64;23,44;19,09;15,90;14,00;189,96
15061009;Caiazzo;Caserta;1;5.145;17,67;13,28;49,10;17,99;11,18;11,21;2,17;122,62
15061011;Camigliano;Caserta;1;1.970;;30,80;;32,55;13,13;13,11;56,10;145,68
15061012;Cancello ed Arnone;Caserta;1;5.677;14,01;21,36;67,11;35,54;47,16;5,66;1,22;192,59
15061013;Capodrise;Caserta;1;10.030;45,59;19,89;27,35;41,52;18,20;13,13;13,53;179,20
15061015;Capua;Caserta;1;17.791;16,71;36,19;83,53;43,97;33,41;18,25;19,58;251,64
15061016;Carinaro;Caserta;1;7.092;9,89;37,84;56,90;29,46;10,99;9,50;16,95;176,17
15061017;Carinola;Caserta;1;7.075;11,17;59,67;67,00;24,93;8,69;18,25;60,77;250,47
15061018;Casagiove;Caserta;1;12.868;36,17;36,08;92,59;37,45;26,29;4,44;11,19;244,21
15061019;Casal di Principe;Caserta;1;21.419;10,64;52,61;68,99;34,41;1,57;2,46;9,41;180,08
15061103;Casapesenna;Caserta;1;7.025;12,94;58,47;12,94;19,32;11,89;14,77;;130,49
15061021;Casapulla;Caserta;1;8.255;15,90;29,72;69,70;30,64;17,12;12,44;56,87;232,39
15061022;Caserta;Caserta;1;72.485;15,64;45,65;78,35;37,85;58,38;32,15;21,76;290,90
15061023;Castel Campagnano;Caserta;1;1.440;20,97;30,95;88,32;38,34;11,65;26,41;10,70;227,34
15061024;Castel di Sasso;Caserta;1;1.035;23,64;23,98;34,76;3,99;4,87;10,83;3,18;105,25
